PLAYER NAME,0-19,20-29,30-39,40-49,50+,AVG_0-19,AVG_20-29,AVG_30-39,AVG_40-49,AVG_50+,AVG_BLK KICK,AVG_DEF TD,AVG_FAN PTS,AVG_FUMR,AVG_INT,AVG_PASS_ATT,AVG_PASS_COMP,AVG_PASS_INT,AVG_PASS_PCT,AVG_PASS_TDS,AVG_PASS_YDS,AVG_PTS VS.,AVG_REC,AVG_REC_TDS,AVG_REC_YDS,AVG_RET TD,AVG_RK,AVG_RUSH_ATT,AVG_RUSH_TDS,AVG_RUSH_YDS,AVG_SACK,AVG_SAFE,AVG_TGT,AVG_XPA,AVG_XPM,AVG_YDS,BEST_RK,BLK KICK,BOOM,BUST,DEF TD,DEPTH,FAN PTS,FULL_SOS,FUMR,INT,PASS_ATT,PASS_COMP,PASS_INT,PASS_PCT,PASS_TDS,PASS_YDS,PLAYOFF_SOS,POS,POS_AVG.,POS_BEST,POS_RK,POS_STD.DEV,POS_TIERS,POS_WORST,PPR_AVG_FAN PTS,PPR_AVG_RK,PPR_BEST_RK,PPR_BOOM,PPR_BUST,PPR_FAN PTS,PPR_POS_AVG.,PPR_POS_BEST,PPR_POS_RK,PPR_POS_STD.DEV,PPR_POS_TIERS,PPR_POS_WORST,PPR_RK,PPR_STARTER,PPR_STD.DEV_RK,PPR_TIERS,PPR_WORST_RK,PTS VS.,REC,REC_TDS,REC_YDS,RET TD,RK,RUSH_ATT,RUSH_TDS,RUSH_YDS,SACK,SAFE,SEASON_SOS,STARTER,STD.DEV_RK,TEAM,TGT,TIERS,WORST_RK,XPA,XPM,YDS
JONATHAN TAYLOR,,,,,,,,,,,,,13.7,,,,,,,0.0,0.0,,1.9,0.1,15.3,,11.9,16.9,0.7,74.1,,,2.3,,,,6.0,,11.0,11.0,,1.0,137.4,31.0,,,,,,,0.0,0.0,22.0,RB,4.4,3.0,4.0,1.2,2.0,8.0,15.6,15.1,11.0,0.0,11.0,156.4,5.4,4.0,5.0,1.6,2.0,12.0,13.0,78.0,6.7,3.0,42.0,,19.0,1.0,153.0,,11.0,169.0,7.0,741.0,,,32.0,78.0,2.3,IND,23.0,2.0,18.0,,,
JONATHAN WARD,,,,,,,,,,,,,0.2,,,,,,,,,,0.0,0.0,0.0,,,0.6,0.0,2.2,,,0.0,,,,,,0.0,100.0,,0.0,1.1,17.0,,,,,,,,,4.0,,151.8,143.0,166.0,8.2,12.0,165.0,0.2,,,0.0,100.0,1.1,146.5,131.0,166.0,10.3,11.0,160.0,,0.0,,,,,0.0,0.0,0.0,,,3.0,0.0,11.0,,,23.0,0.0,,PIT,0.0,,,,,
JONATHAN WILLIAMS,,,,,,,,,,,,,-0.2,,,,,,,,,,0.0,0.0,0.0,,,1.0,0.0,-2.0,,,1.0,,,,,,0.0,100.0,,0.0,-0.2,33.0,,,,,,,,,33.0,,163.0,149.0,180.0,8.2,12.0,170.0,-0.2,,,0.0,100.0,-0.2,164.8,161.0,179.0,3.0,12.0,169.0,,0.0,,,,,0.0,0.0,0.0,,,1.0,0.0,-2.0,,,33.0,0.0,,FA,1.0,,,,,
JONATHON BROOKS,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,,0.0,0.0,0.0,,107.4,0.0,0.0,0.0,,,0.0,,,,63.0,,0.0,0.0,,1.0,0.0,32.0,,,,,,,0.0,0.0,27.0,RB,32.8,19.0,33.0,13.4,5.0,101.0,0.0,113.4,45.0,0.0,0.0,0.0,33.3,13.0,34.0,11.5,5.0,94.0,111.0,0.0,45.9,8.0,309.0,,0.0,0.0,0.0,,106.0,0.0,0.0,0.0,,,31.0,0.0,51.9,CAR,0.0,8.0,311.0,,,
JONNU SMITH,,,,,,,,,,,,,4.4,,,,,,,0.0,0.0,,2.9,0.2,34.2,,237.3,0.1,0.0,0.0,,,4.1,,,,130.0,,6.0,63.0,,1.0,74.2,32.0,,,,,,,0.0,0.0,26.0,TE,29.6,16.0,36.0,6.0,5.0,43.0,7.3,235.2,137.0,6.0,56.0,124.2,29.1,17.0,37.0,6.3,5.0,45.0,282.0,25.0,43.3,13.0,335.0,,50.0,3.0,582.0,,278.0,1.0,0.0,0.0,,,32.0,19.0,41.1,MIA,70.0,12.0,325.0,,,
JORDAN ADDISON,,,,,,,,,,,,,8.9,,,,,,,0.0,0.0,,4.1,0.6,53.6,,90.6,0.1,0.0,0.1,,,6.4,,,,59.0,,13.0,31.0,,2.0,151.3,10.0,,,,,,,0.0,0.0,3.0,WR,39.8,29.0,41.0,4.8,5.0,52.0,13.0,87.4,61.0,13.0,25.0,221.3,40.3,31.0,40.0,4.7,5.0,52.0,84.0,38.0,14.9,7.0,125.0,,70.0,10.0,911.0,,90.0,1.0,0.0,2.0,,,24.0,38.0,16.4,MIN,108.0,7.0,134.0,,,
JORDAN AKINS,,,,,,,,,,,,,0.8,,,,,,,0.0,0.0,,0.9,0.0,7.8,,364.5,0.0,0.0,0.0,,,1.4,,,,348.0,,0.0,100.0,,2.0,13.2,1.0,,,,,,,0.0,0.0,2.0,TE,75.4,58.0,71.0,10.3,7.0,93.0,1.7,364.5,348.0,0.0,100.0,28.2,74.1,58.0,71.0,10.5,7.0,92.0,492.0,0.0,16.5,16.0,381.0,,15.0,0.0,132.0,,498.0,0.0,0.0,0.0,,,4.0,0.0,16.5,CLE,23.0,16.0,381.0,,,
JORDAN LOVE,,,,,,,,,,,,,19.4,,,34.1,21.9,0.6,64%,1.9,244.6,,,,,,67.4,2.9,0.2,14.5,1.8,,,,,244.6,46.0,,6.0,19.0,,1.0,330.1,6.0,,,579.0,372.0,11.0,64%,32.0,4159.0,22.0,QB,9.9,5.0,10.0,1.8,2.0,14.0,,68.1,46.0,6.0,19.0,,,,,,,,66.0,63.0,10.2,7.0,91.0,,,,,,68.0,50.0,4.0,247.0,30.0,,1.0,63.0,9.1,GB,,6.0,84.0,,,4159.0
JORDAN MASON,,,,,,,,,,,,,2.6,,,,,,,0.0,0.0,,0.2,0.0,1.9,,282.6,2.5,0.2,12.9,,,0.3,,,,228.0,,0.0,80.0,,4.0,41.7,10.0,,,,,,,0.0,0.0,5.0,RB,80.9,66.0,84.0,8.8,8.0,123.0,2.8,287.2,228.0,0.0,80.0,44.7,81.2,66.0,84.0,9.4,8.0,123.0,295.0,7.0,23.5,13.0,353.0,,3.0,0.0,31.0,,293.0,40.0,3.0,206.0,,,12.0,20.0,22.1,SF,4.0,13.0,331.0,,,
JORDAN SMALLWOOD,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,,,,,,0.0,0.0,,0.0,0.0,33.0,,,,,,,,,33.0,,160.5,158.0,185.0,2.5,12.0,163.0,0.0,,,0.0,0.0,0.0,166.0,165.0,187.0,1.0,12.0,167.0,,0.0,,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,33.0,0.0,,FA,0.0,,,,,
JORDAN TRAVIS,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0,,,,,,,,,0.0,0.0,0.0,0.0,,,,,0.0,,,0.0,0.0,,3.0,0.0,15.0,,,0.0,0.0,0.0,0,,,11.0,,75.3,59.0,83.0,12.6,8.0,93.0,,,,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,,15.0,0.0,,NYJ,,,,,,0.0
JORDAN WHITTINGTON,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,,,,,,0.0,0.0,,5.0,0.0,11.0,,,,,,,,,6.0,,163.9,146.0,175.0,11.3,11.0,182.0,0.0,,,0.0,0.0,0.0,164.3,148.0,175.0,10.5,11.0,181.0,,0.0,,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,22.0,0.0,,LAR,0.0,,,,,
JOSEPH PARKER,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,,,,,,0.0,0.0,,0.0,0.0,33.0,,,,,,,,,33.0,,147.0,129.0,202.0,13.9,12.0,163.0,0.0,,,0.0,0.0,0.0,147.0,130.0,203.0,13.1,12.0,162.0,,0.0,,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,33.0,0.0,,FA,0.0,,,,,
JOSH ALLEN,,,,,,,,,,,,,24.2,,,34.1,22.6,1.1,66%,1.7,253.3,,,,,,20.5,6.5,0.9,30.8,1.4,,,,,253.3,17.0,,25.0,6.0,,1.0,410.6,16.0,,,579.0,385.0,18.0,66%,29.0,4306.0,19.0,QB,1.5,1.0,1.0,0.8,1.0,4.0,,21.5,18.0,25.0,6.0,,,,,,,,18.0,75.0,5.0,3.0,34.0,,,,,,18.0,111.0,15.0,524.0,24.0,,12.0,75.0,5.3,BUF,,3.0,34.0,,,4306.0
JOSH CROCKETT,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,,,,,,0.0,0.0,,0.0,0.0,33.0,,,,,,,,,33.0,,178.6,95.0,191.0,51.9,12.0,250.0,0.0,,,0.0,0.0,0.0,179.2,95.0,193.0,51.5,12.0,250.0,,0.0,,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,33.0,0.0,,FA,0.0,,,,,
JOSH DOWNS,,,,,,,,,,,,,5.2,,,,,,,0.0,0.0,,4.0,0.1,45.4,,164.2,0.0,0.0,0.0,,,5.8,,,,134.0,,6.0,56.0,,2.0,89.1,22.0,,,,,,,0.0,0.0,26.0,WR,63.2,53.0,62.0,6.1,7.0,86.0,9.2,141.1,106.0,0.0,44.0,157.1,57.2,45.0,56.0,8.1,6.0,87.0,140.0,13.0,25.1,9.0,238.0,,68.0,2.0,771.0,,155.0,0.0,0.0,0.0,,,19.0,13.0,18.6,IND,98.0,10.0,240.0,,,
JOSH JACOBS,,,,,,,,,,,,,11.1,,,,,,,0.0,0.0,,2.8,0.0,22.8,,37.2,17.9,0.5,61.9,,,4.2,,,,14.0,,15.0,8.0,,1.0,144.1,29.0,,,,,,,0.0,0.0,15.0,RB,11.7,6.0,12.0,2.8,3.0,20.0,13.9,45.3,17.0,23.0,8.0,181.1,13.3,7.0,13.0,3.1,3.0,21.0,43.0,62.0,11.1,5.0,69.0,,37.0,0.0,296.0,,37.0,233.0,6.0,805.0,,,29.0,54.0,11.1,GB,54.0,5.0,67.0,,,
JOSH JOHNSON,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0,,,,,,,,,0.0,0.0,0.0,0.0,,,,,0.0,,,0.0,0.0,,2.0,0.0,8.0,,,0.0,0.0,0.0,0,,,17.0,,67.4,46.0,65.0,15.8,7.0,100.0,,,,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,,6.0,0.0,,BAL,,,,,,0.0
JOSH OLIVER,,,,,,,,,,,,,1.8,,,,,,,0.0,0.0,,1.3,0.1,12.5,,360.9,0.0,0.0,0.0,,,1.6,,,,319.0,,0.0,88.0,,2.0,31.3,3.0,,,,,,,0.0,0.0,6.0,TE,54.8,45.0,56.0,6.7,7.0,74.0,3.1,355.2,305.0,0.0,88.0,53.3,53.6,44.0,56.0,6.7,7.0,73.0,398.0,6.0,19.2,15.0,374.0,,22.0,2.0,213.0,,414.0,0.0,0.0,0.0,,,3.0,13.0,15.3,MIN,28.0,15.0,376.0,,,
JOSH PALMER,,,,,,,,,,,,,6.2,,,,,,,0.0,0.0,,3.5,0.2,52.8,,151.6,0.1,0.0,0.5,,,5.5,,,,108.0,,0.0,40.0,,1.0,68.7,30.0,,,,,,,0.0,0.0,25.0,WR,58.9,45.0,58.0,7.5,6.0,79.0,9.7,142.0,93.0,0.0,40.0,106.7,57.2,42.0,57.0,8.3,6.0,80.0,141.0,30.0,26.2,9.0,217.0,,38.0,2.0,581.0,,148.0,1.0,0.0,6.0,,,25.0,30.0,23.8,LAC,61.0,9.0,220.0,,,
JOSH REYNOLDS,,,,,,,,,,,,,5.2,,,,,,,0.0,0.0,,2.4,0.3,35.8,,268.1,0.0,0.0,0.0,,,3.8,,,,221.0,,7.0,40.0,,2.0,88.8,19.0,,,,,,,0.0,0.0,8.0,WR,97.2,80.0,94.0,6.9,8.0,114.0,7.6,268.4,222.0,0.0,53.0,128.8,98.6,82.0,93.0,7.0,8.0,118.0,265.0,13.0,19.6,12.0,312.0,,40.0,5.0,608.0,,265.0,0.0,0.0,0.0,,,28.0,20.0,19.3,DEN,64.0,12.0,308.0,,,
JOSH WHYLE,,,,,,,,,,,,,1.4,,,,,,,,,,0.8,0.1,8.5,,,0.0,0.0,0.0,,,1.4,,,,,,0.0,89.0,,2.0,15.4,2.0,,,,,,,,,4.0,,76.8,68.0,73.0,7.5,8.0,91.0,2.2,,,0.0,89.0,24.4,75.8,67.0,73.0,7.2,8.0,89.0,,11.0,,,,,9.0,1.0,94.0,,,0.0,0.0,0.0,,,5.0,11.0,,TEN,15.0,,,,,
JOSHUA CEPHUS,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,,,,,,0.0,0.0,,6.0,0.0,33.0,,,,,,,,,33.0,,214.3,183.0,231.0,18.9,12.0,232.0,0.0,,,0.0,0.0,0.0,214.8,181.0,231.0,19.5,12.0,228.0,,0.0,,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,33.0,0.0,,FA,0.0,,,,,
JOSHUA DOBBS,,,,,,,,,,,,,16.2,,,32.1,20.2,0.8,63%,1.0,189.5,,,,,,341.0,5.9,0.5,32.4,2.3,,,,,189.5,295.0,,0.0,38.0,,3.0,210.7,1.0,,,417.0,262.0,10.0,63%,13.0,2464.0,4.0,QB,50.8,43.0,52.0,4.7,6.0,62.0,,341.0,295.0,0.0,38.0,,,,,,,,485.0,38.0,46.0,16.0,387.0,,,,,,485.0,77.0,6.0,421.0,30.0,,3.0,38.0,46.0,SF,,16.0,387.0,,,2464.0
JOSHUA KARTY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,0.0,0.0,,,,,,282.5,,,,,,,0.0,0.0,,233.0,,0.0,0.0,,,0.0,16.0,,,,,,,0.0,0.0,8.0,K,30.9,18.0,30.0,17.8,5.0,82.0,,282.5,233.0,0.0,0.0,,,,,,,,448.0,0.0,49.5,15.0,332.0,,,,,,447.0,,,,,,20.0,0.0,49.5,LAR,,15.0,332.0,0.0,0.0,
JOSHUA KELLEY,,,,,,,,,,,,,3.2,,,,,,,0.0,0.0,,0.5,0.0,1.9,,316.8,6.3,0.1,23.8,,,0.7,,,,230.0,,0.0,81.0,,0.0,53.7,33.0,,,,,,,0.0,0.0,33.0,RB,98.0,76.0,99.0,13.0,9.0,144.0,3.6,316.0,242.0,0.0,81.0,61.7,96.5,74.0,99.0,12.4,9.0,144.0,331.0,13.0,27.2,14.0,380.0,,8.0,0.0,32.0,,334.0,107.0,2.0,405.0,,,33.0,13.0,29.9,FA,12.0,14.0,388.0,,,
JOSIAH DEGUARA,,,,,,,,,,,,,0.4,,,,,,,,,,0.5,0.0,4.3,,,0.0,0.0,0.0,,,0.5,,,,,,0.0,100.0,,3.0,6.5,19.0,,,,,,,,,25.0,,101.2,83.0,104.0,11.3,9.0,113.0,1.0,,,0.0,100.0,14.5,104.4,99.0,105.0,6.3,9.0,116.0,,0.0,,,,,8.0,0.0,65.0,,,0.0,0.0,0.0,,,10.0,0.0,,JAC,8.0,,,,,
JR RUSSELL,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,,,,,,0.0,0.0,,0.0,0.0,33.0,,,,,,,,,33.0,,197.3,181.0,230.0,13.1,12.0,213.0,0.0,,,0.0,0.0,0.0,189.7,181.0,228.0,7.8,12.0,200.0,,0.0,,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,33.0,0.0,,FA,0.0,,,,,
JUJU SMITH-SCHUSTER,,,,,,,,,,,,,2.9,,,,,,,0.0,0.0,,2.6,0.1,23.6,,309.2,0.0,0.0,0.0,,,4.3,,,,268.0,,0.0,73.0,,5.0,32.0,25.0,,,,,,,0.0,0.0,31.0,WR,115.7,96.0,116.0,11.3,9.0,144.0,5.5,298.4,238.0,0.0,55.0,61.0,109.9,87.0,115.0,12.1,9.0,140.0,330.0,0.0,35.7,14.0,390.0,,29.0,1.0,260.0,,336.0,0.0,0.0,0.0,,,9.0,0.0,25.0,NE,47.0,14.0,346.0,,,
JULIAN HILL,,,,,,,,,,,,,0.2,,,,,,,,,,0.4,0.0,3.2,,,0.0,0.0,0.0,,,0.6,,,,,,0.0,100.0,,3.0,2.8,32.0,,,,,,,,,26.0,,103.0,93.0,110.0,7.3,9.0,112.0,0.6,,,0.0,100.0,8.8,105.0,99.0,106.0,3.5,9.0,108.0,,0.0,,,,,6.0,0.0,48.0,,,0.0,0.0,0.0,,,32.0,0.0,,MIA,9.0,,,,,
JULIO JONES,,,,,,,,,,,,,2.3,,,,,,,,,,1.0,0.3,6.7,,,0.0,0.0,0.0,,,1.7,,,,,,0.0,80.0,,0.0,25.4,33.0,,,,,,,,,33.0,,217.8,169.0,226.0,37.3,12.0,261.0,3.3,,,0.0,80.0,36.4,215.0,169.0,225.0,36.9,12.0,258.0,,10.0,,,,,11.0,3.0,74.0,,,0.0,0.0,0.0,,,33.0,10.0,,FA,19.0,,,,,
JULIUS CHESTNUT,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,,,,,,0.0,100.0,,0.0,0.0,11.0,,,,,,,,,6.0,,143.6,126.0,141.0,12.4,11.0,161.0,0.0,,,0.0,100.0,0.0,141.9,125.0,142.0,11.3,11.0,155.0,,0.0,,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,13.0,0.0,,TEN,0.0,,,,,
JUSTICE HILL,,,,,,,,,,,,,5.1,,,,,,,0.0,0.0,,1.8,0.1,12.9,,249.8,5.3,0.2,24.2,,,2.4,,,,180.0,,0.0,53.0,,3.0,81.3,20.0,,,,,,,0.0,0.0,25.0,RB,70.7,57.0,71.0,8.0,8.0,110.0,6.8,252.7,161.0,7.0,53.0,109.3,70.5,52.0,71.0,8.7,8.0,110.0,252.0,20.0,26.8,12.0,322.0,,28.0,1.0,206.0,,253.0,84.0,3.0,387.0,,,14.0,20.0,24.8,BAL,39.0,12.0,321.0,,,
JUSTIN FIELDS,,,,,,,,,,,,,18.4,,,28.5,17.5,0.7,61%,1.2,197.1,,,,,,265.0,9.5,0.3,50.5,3.4,,,,,197.1,60.0,,17.0,33.0,,2.0,239.2,28.0,,,370.0,227.0,9.0,61%,16.0,2562.0,23.0,QB,32.3,18.0,32.0,2.9,4.0,38.0,,263.9,60.0,17.0,33.0,,,,,,,,255.0,50.0,51.2,12.0,338.0,,,,,,255.0,124.0,4.0,657.0,44.0,,29.0,50.0,51.4,PIT,,12.0,338.0,,,2562.0
JUSTIN HERBERT,,,,,,,,,,,,,18.5,,,35.1,22.8,0.5,65%,1.5,241.1,,,,,,96.3,4.0,0.2,17.5,2.2,,,,,241.1,70.0,,15.0,38.0,,1.0,240.2,29.0,,,456.0,297.0,7.0,65%,20.0,3134.0,25.0,QB,15.7,10.0,17.0,2.6,3.0,21.0,,97.2,70.0,15.0,38.0,,,,,,,,94.0,62.0,14.5,8.0,129.0,,,,,,95.0,52.0,3.0,228.0,29.0,,31.0,62.0,13.6,LAC,,8.0,124.0,,,3134.0
JUSTIN JEFFERSON,,,,,,,,,,,,,13.4,,,,,,,0.0,0.0,,6.8,0.5,107.4,,5.0,0.1,0.0,-1.2,,,10.0,,,,2.0,,33.0,22.0,,1.0,134.2,10.0,,,,,,,0.0,0.0,3.0,WR,3.9,1.0,4.0,0.7,1.0,6.0,20.2,5.2,2.0,44.0,22.0,202.2,3.9,1.0,4.0,0.8,1.0,6.0,5.0,67.0,1.2,1.0,9.0,,68.0,5.0,1074.0,,5.0,1.0,0.0,-12.0,,,24.0,56.0,1.2,MIN,100.0,1.0,10.0,,,
JUSTIN SHORTER,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,,,,,,0.0,0.0,,6.0,0.0,14.0,,,,,,,,,15.0,,225.0,217.0,244.0,8.6,13.0,237.0,0.0,,,0.0,0.0,0.0,224.7,210.0,247.0,15.4,13.0,246.0,,0.0,,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,15.0,0.0,,BUF,0.0,,,,,
JUSTIN TUCKER,0.0,10.0,10.0,11.0,1.0,0.0,0.6,0.6,0.6,0.1,,,9.4,,,,,,,0.0,0.0,,,,,,187.0,,,,,,,3.1,3.0,,156.0,,0.0,0.0,,,160.0,11.0,,,,,,,0.0,0.0,29.0,K,1.4,1.0,1.0,0.5,1.0,2.0,,186.6,156.0,0.0,0.0,,,,,,,,182.0,0.0,5.6,10.0,197.0,,,,,,185.0,,,,,,6.0,0.0,5.2,BAL,,10.0,197.0,52.0,51.0,
JUSTIN WATSON,,,,,,,,,,,,,3.9,,,,,,,0.0,0.0,,1.7,0.2,28.8,,336.1,0.0,0.0,0.0,,,3.3,,,,261.0,,0.0,40.0,,5.0,62.0,8.0,,,,,,,0.0,0.0,14.0,WR,124.1,91.0,130.0,12.2,10.0,145.0,5.6,338.9,286.0,0.0,73.0,89.0,128.7,110.0,130.0,9.3,10.0,147.0,370.0,7.0,28.6,14.0,384.0,,27.0,3.0,460.0,,367.0,0.0,0.0,0.0,,,6.0,13.0,30.1,KC,53.0,14.0,378.0,,,
JUSTYN ROSS,,,,,,,,,,,,,0.5,,,,,,,0.0,0.0,,0.6,0.0,5.3,,326.0,0.0,0.0,0.0,,,1.1,,,,285.0,,0.0,100.0,,7.0,5.3,8.0,,,,,,,0.0,0.0,14.0,WR,166.0,131.0,164.0,27.1,11.0,237.0,1.1,308.8,284.0,0.0,100.0,11.3,162.4,130.0,161.0,26.4,11.0,237.0,421.0,0.0,25.9,15.0,349.0,,6.0,0.0,53.0,,453.0,0.0,0.0,0.0,,,6.0,0.0,29.3,KC,11.0,15.0,352.0,,,
JUWAN JOHNSON,,,,,,,,,,,,,4.7,,,,,,,0.0,0.0,,2.8,0.3,28.3,,174.8,0.0,0.0,0.0,,,4.5,,,,111.0,,8.0,58.0,,1.0,60.8,13.0,,,,,,,0.0,0.0,5.0,TE,21.4,14.0,19.0,3.9,4.0,33.0,7.5,180.7,130.0,8.0,58.0,97.8,22.3,16.0,21.0,4.2,4.0,34.0,173.0,33.0,35.8,10.0,267.0,,37.0,4.0,368.0,,162.0,0.0,0.0,0.0,,,22.0,33.0,34.5,NO,59.0,10.0,260.0,,,
JUWANN WINFREE,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.3,,,,,,0.0,100.0,,0.0,0.0,22.0,,,,,,,,,26.0,,226.7,219.0,248.0,7.0,13.0,236.0,0.0,,,0.0,100.0,0.0,223.0,219.0,243.0,5.0,13.0,230.0,,0.0,,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,19.0,0.0,,IND,1.0,,,,,
KADARIUS TONEY,,,,,,,,,,,,,2.0,,,,,,,0.0,0.0,,2.1,0.1,13.0,,290.1,0.8,0.0,2.4,,,2.9,,,,242.0,,0.0,85.0,,7.0,26.0,8.0,,,,,,,0.0,0.0,14.0,WR,105.7,88.0,103.0,7.1,8.0,129.0,4.1,288.9,217.0,0.0,77.0,53.0,106.5,80.0,103.0,7.9,8.0,129.0,290.0,0.0,23.6,13.0,364.0,,27.0,1.0,169.0,,292.0,11.0,0.0,31.0,,,6.0,0.0,20.6,KC,38.0,13.0,369.0,,,
KAIMI FAIRBAIRN,0.0,10.0,10.0,2.0,5.0,0.0,0.8,0.8,0.2,0.4,,,9.5,,,,,,,0.0,0.0,,,,,,202.3,,,,,,,1.8,1.8,,166.0,,0.0,0.0,,,114.0,1.0,,,,,,,0.0,0.0,1.0,K,6.4,4.0,5.0,2.3,2.0,11.0,,204.3,166.0,0.0,0.0,,,,,,,,207.0,0.0,19.3,11.0,337.0,,,,,,209.0,,,,,,7.0,0.0,10.1,HOU,,11.0,233.0,22.0,21.0,
KALIF RAYMOND,,,,,,,,,,,,,3.7,,,,,,,0.0,0.0,,2.1,0.1,28.8,,299.9,0.4,0.0,4.4,,,2.6,,,,222.0,,0.0,69.0,,3.0,62.4,24.0,,,,,,,0.0,0.0,11.0,WR,113.0,81.0,120.0,17.7,9.0,143.0,5.7,295.0,209.0,0.0,75.0,97.4,112.5,79.0,119.0,17.8,9.0,144.0,337.0,6.0,45.1,14.0,370.0,,35.0,1.0,489.0,,340.0,7.0,0.0,75.0,,,30.0,13.0,44.7,DET,44.0,14.0,375.0,,,
KANSAS CITY CHIEFS,,,,,,,,,,,0.0,0.1,7.9,0.5,0.5,,,,,0.0,0.0,0.0,,,,0.0,183.2,,,,3.4,0.0,,,,,160.0,0.0,,,2.0,,134.0,20.0,9.0,8.0,,,,,0.0,0.0,12.0,DEF,7.5,5.0,7.0,1.9,2.0,12.0,,183.5,160.0,,,,,,,,,,183.0,,7.8,10.0,219.0,0.0,,,,0.0,183.0,,,,57.0,0.0,20.0,,7.6,KC,,10.0,219.0,,,
KAREEM HUNT,,,,,,,,,,,,,6.9,,,,,,,0.0,0.0,,1.0,0.0,5.6,,283.9,9.0,0.6,27.4,,,1.4,,,,236.0,,0.0,36.0,,0.0,103.5,33.0,,,,,,,0.0,0.0,33.0,RB,81.6,67.0,91.0,8.6,9.0,100.0,7.9,299.6,262.0,0.0,36.0,118.5,86.9,72.0,93.0,9.4,9.0,106.0,314.0,21.0,23.4,13.0,347.0,,15.0,0.0,84.0,,302.0,135.0,9.0,411.0,,,33.0,50.0,25.5,FA,21.0,13.0,328.0,,,
KAVONTAE TURPIN,,,,,,,,,,,,,3.0,,,,,,,0.0,0.0,,0.8,0.2,7.9,,334.9,0.7,0.1,6.9,,,1.1,,,,289.0,,0.0,67.0,,4.0,47.7,1.0,,,,,,,0.0,0.0,2.0,WR,138.7,104.0,140.0,18.4,10.0,162.0,3.7,334.8,297.0,0.0,73.0,59.7,145.6,111.0,141.0,19.1,10.0,173.0,429.0,0.0,35.2,15.0,396.0,,12.0,3.0,127.0,,403.0,11.0,1.0,110.0,,,1.0,0.0,39.3,DAL,18.0,15.0,390.0,,,
KAYSHON BOUTTE,,,,,,,,,,,,,0.4,,,,,,,0.0,0.0,,0.4,0.0,3.8,,346.3,0.0,0.0,0.0,,,1.4,,,,289.0,,0.0,100.0,,0.0,1.9,25.0,,,,,,,0.0,0.0,31.0,WR,179.0,133.0,170.0,30.3,11.0,246.0,0.8,344.3,285.0,0.0,100.0,3.9,178.9,133.0,171.0,30.5,11.0,245.0,470.0,0.0,45.3,16.0,395.0,,2.0,0.0,19.0,,470.0,0.0,0.0,0.0,,,9.0,0.0,44.0,NE,7.0,16.0,396.0,,,
KEAONTAY INGRAM,,,,,,,,,,,,,1.4,,,,,,,0.0,0.0,,0.6,0.0,3.7,,339.0,5.0,0.0,10.6,,,0.6,,,,274.0,,0.0,86.0,,3.0,10.0,3.0,,,,,,,0.0,0.0,11.0,RB,102.5,83.0,102.0,9.5,9.0,125.0,2.0,332.4,274.0,0.0,86.0,14.0,101.1,76.0,102.0,11.4,9.0,132.0,354.0,0.0,32.1,14.0,392.0,,4.0,0.0,26.0,,359.0,35.0,0.0,74.0,,,6.0,0.0,32.6,KC,4.0,14.0,393.0,,,
