PLAYER NAME,0-19,20-29,30-39,40-49,50+,AVG_0-19,AVG_20-29,AVG_30-39,AVG_40-49,AVG_50+,AVG_BLK KICK,AVG_DEF TD,AVG_FAN PTS,AVG_FUMR,AVG_INT,AVG_PASS_ATT,AVG_PASS_COMP,AVG_PASS_INT,AVG_PASS_PCT,AVG_PASS_TDS,AVG_PASS_YDS,AVG_PTS VS.,AVG_REC,AVG_REC_TDS,AVG_REC_YDS,AVG_RET TD,AVG_RK,AVG_RUSH_ATT,AVG_RUSH_TDS,AVG_RUSH_YDS,AVG_SACK,AVG_SAFE,AVG_TGT,AVG_XPA,AVG_XPM,AVG_YDS,BEST_RK,BLK KICK,BOOM,BUST,DEF TD,DEPTH,FAN PTS,FULL_SOS,FUMR,INT,PASS_ATT,PASS_COMP,PASS_INT,PASS_PCT,PASS_TDS,PASS_YDS,PLAYOFF_SOS,POS,POS_AVG.,POS_BEST,POS_RK,POS_STD.DEV,POS_TIERS,POS_WORST,PPR_AVG_FAN PTS,PPR_AVG_RK,PPR_BEST_RK,PPR_BOOM,PPR_BUST,PPR_FAN PTS,PPR_POS_AVG.,PPR_POS_BEST,PPR_POS_RK,PPR_POS_STD.DEV,PPR_POS_TIERS,PPR_POS_WORST,PPR_RK,PPR_STARTER,PPR_STD.DEV_RK,PPR_TIERS,PPR_WORST_RK,PTS VS.,REC,REC_TDS,REC_YDS,RET TD,RK,RUSH_ATT,RUSH_TDS,RUSH_YDS,SACK,SAFE,SEASON_SOS,STARTER,STD.DEV_RK,TEAM,TGT,TIERS,WORST_RK,XPA,XPM,YDS
DEANDRE HOPKINS,,,,,,,,,,,,,8.7,,,,,,,0.0,0.0,,4.4,0.4,62.2,,79.5,0.1,0.0,0.5,,,8.1,,,,41.0,,13.0,31.0,,1.0,148.6,28.0,,,,,,,0.0,0.0,19.0,WR,36.4,23.0,36.0,4.9,5.0,45.0,13.2,78.2,37.0,13.0,25.0,223.6,37.1,22.0,37.0,4.6,5.0,46.0,77.0,31.0,14.3,7.0,108.0,,75.0,7.0,1057.0,,77.0,2.0,0.0,9.0,,,29.0,31.0,15.8,TEN,137.0,7.0,108.0,,,
DEEBO SAMUEL,,,,,,,,,,,,,12.2,,,,,,,0.0,0.0,,4.0,0.5,59.5,,20.0,2.5,0.3,15.0,,,5.9,,,,10.0,,29.0,14.0,,2.0,183.7,2.0,,,,,,,0.0,0.0,9.0,WR,11.2,8.0,9.0,3.1,3.0,21.0,16.2,35.0,23.0,21.0,14.0,243.7,20.5,14.0,20.0,4.2,4.0,32.0,34.0,57.0,8.1,5.0,61.0,,60.0,7.0,892.0,,16.0,37.0,5.0,225.0,,,3.0,57.0,6.2,SF,89.0,3.0,38.0,,,
DEEJAY DALLAS,,,,,,,,,,,,,0.1,,,,,,,0.0,0.0,,0.4,0.0,1.5,,331.6,0.6,0.0,2.1,,,0.5,,,,300.0,,0.0,100.0,,5.0,2.2,25.0,,,,,,,0.0,0.0,13.0,RB,120.5,97.0,121.0,16.0,10.0,159.0,0.5,325.0,285.0,0.0,100.0,8.2,119.5,91.0,122.0,17.8,10.0,156.0,420.0,0.0,29.9,15.0,359.0,,6.0,0.0,26.0,,429.0,10.0,0.0,36.0,,,26.0,0.0,20.9,ARI,9.0,15.0,357.0,,,
DELEON ESKRIDGE,,,,,,,,,,,,,0.1,,,,,,,,,,0.0,0.0,0.0,,,0.5,0.0,1.3,,,0.3,,,,,,0.0,100.0,,0.0,0.5,3.0,,,,,,,,,4.0,,212.8,202.0,229.0,8.4,12.0,221.0,0.1,,,0.0,100.0,0.5,210.8,189.0,229.0,14.0,12.0,223.0,,0.0,,,,,0.0,0.0,0.0,,,2.0,0.0,5.0,,,7.0,0.0,,SEA,1.0,,,,,
DEMARCUS ROBINSON,,,,,,,,,,,,,4.7,,,,,,,0.0,0.0,,2.0,0.3,28.5,,225.4,0.1,0.0,1.8,,,3.0,,,,141.0,,0.0,38.0,,3.0,61.4,11.0,,,,,,,0.0,0.0,6.0,WR,82.3,57.0,83.0,10.4,8.0,107.0,6.7,222.3,139.0,0.0,38.0,87.4,82.7,57.0,82.0,10.1,8.0,107.0,222.0,38.0,32.4,11.0,295.0,,26.0,4.0,371.0,,226.0,1.0,0.0,23.0,,,22.0,50.0,33.1,LAR,39.0,11.0,297.0,,,
DEMARIO DOUGLAS,,,,,,,,,,,,,4.2,,,,,,,0.0,0.0,,3.5,0.0,40.1,,190.5,0.6,0.0,2.9,,,5.6,,,,136.0,,0.0,46.0,,1.0,58.2,25.0,,,,,,,0.0,0.0,31.0,WR,71.1,55.0,73.0,6.9,7.0,87.0,7.7,176.1,122.0,0.0,38.0,107.2,68.2,51.0,69.0,7.0,7.0,86.0,170.0,0.0,22.7,10.0,231.0,,49.0,0.0,561.0,,188.0,8.0,0.0,41.0,,,9.0,0.0,22.2,NE,79.0,10.0,242.0,,,
DENERIC PRINCE,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,0.0,0.0,,382.0,0.0,0.0,0.0,,,0.0,,,,382.0,,0.0,0.0,,4.0,0.0,3.0,,,,,,,,,11.0,RB,140.8,109.0,139.0,24.1,11.0,178.0,0.0,,,0.0,0.0,0.0,142.6,116.0,136.0,21.1,11.0,179.0,,0.0,,,,,0.0,0.0,0.0,,502.0,0.0,0.0,0.0,,,6.0,0.0,0.0,KC,0.0,16.0,382.0,,,
DENVER BRONCOS,,,,,,,,,,,0.0,0.1,6.9,0.9,0.6,,,,,0.0,0.0,0.0,,,,0.0,242.0,,,,2.5,0.1,,,,,160.0,0.0,,,1.0,,118.0,8.0,15.0,11.0,,,,,0.0,0.0,18.0,DEF,19.4,14.0,20.0,3.8,4.0,28.0,,243.0,160.0,,,,,,,,,,260.0,,39.8,12.0,350.0,0.0,,,,0.0,257.0,,,,42.0,1.0,9.0,,39.9,DEN,,12.0,349.0,,,
DENZEL MIMS,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,,,,,,0.0,0.0,,0.0,0.0,32.0,,,,,,,,,21.0,,160.2,79.0,185.0,41.8,11.0,197.0,0.0,,,0.0,0.0,0.0,160.2,80.0,188.0,40.6,11.0,190.0,,0.0,,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,31.0,0.0,,JAC,0.0,,,,,
DEON JACKSON,,,,,,,,,,,,,-0.5,,,,,,,0.0,0.0,,2.5,0.0,7.0,,309.0,7.0,0.0,8.0,,,3.0,,,,235.0,,0.0,100.0,,0.0,-1.0,33.0,,,,,,,0.0,0.0,33.0,RB,141.2,113.0,148.0,18.0,11.0,169.0,2.0,274.0,250.0,0.0,100.0,4.0,142.5,124.0,148.0,14.9,11.0,169.0,444.0,0.0,24.0,15.0,298.0,,5.0,0.0,14.0,,437.0,14.0,0.0,16.0,,,33.0,0.0,64.9,FA,6.0,15.0,393.0,,,
DEONTE HARTY,,,,,,,,,,,,,1.6,,,,,,,,,,0.9,0.1,9.4,,,0.3,0.0,0.0,,,1.3,,,,,,0.0,87.0,,6.0,25.0,12.0,,,,,,,,,13.0,,179.0,147.0,187.0,35.3,11.0,253.0,2.5,,,0.0,87.0,40.0,176.3,146.0,186.0,36.0,11.0,253.0,,0.0,,,,,15.0,1.0,150.0,,,4.0,0.0,0.0,,,10.0,0.0,,BAL,21.0,,,,,
DEREK CARR,,,,,,,,,,,,,14.7,,,32.2,22.1,0.5,68%,1.5,228.1,,,,,,160.4,1.9,0.0,2.4,1.8,,,,,228.1,118.0,,0.0,44.0,,1.0,249.1,11.0,,,548.0,375.0,8.0,68%,25.0,3878.0,8.0,QB,25.9,20.0,25.0,2.2,4.0,30.0,,161.9,115.0,0.0,44.0,,,,,,,,152.0,13.0,32.3,10.0,275.0,,,,,,152.0,32.0,0.0,40.0,31.0,,18.0,13.0,31.7,NO,,10.0,275.0,,,3878.0
DERIUS DAVIS,,,,,,,,,,,,,1.2,,,,,,,0.0,0.0,,0.9,0.0,3.9,,321.5,0.8,0.0,5.9,,,1.0,,,,294.0,,0.0,88.0,,4.0,20.7,30.0,,,,,,,0.0,0.0,25.0,WR,159.4,126.0,161.0,13.6,11.0,173.0,2.1,323.5,297.0,0.0,94.0,35.7,165.2,128.0,163.0,15.5,11.0,181.0,475.0,0.0,26.5,16.0,350.0,,15.0,0.0,66.0,,471.0,14.0,0.0,101.0,,,25.0,0.0,27.5,LAC,17.0,16.0,349.0,,,
DERNEST JOHNSON,,,,,,,,,,,,,1.5,,,,,,,0.0,0.0,,0.6,0.0,8.2,,287.4,2.4,0.0,6.4,,,0.7,,,,239.0,,0.0,88.0,,3.0,24.8,30.0,,,,,,,0.0,0.0,26.0,RB,81.4,73.0,83.0,4.8,8.0,97.0,2.0,295.8,250.0,0.0,88.0,34.8,83.8,73.0,82.0,4.8,8.0,97.0,297.0,0.0,15.2,13.0,336.0,,10.0,0.0,140.0,,294.0,41.0,0.0,108.0,,,27.0,0.0,14.3,JAC,12.0,13.0,327.0,,,
DERRICK GORE,,,,,,,,,,,,,0.5,,,,,,,,,,0.0,0.0,0.0,,,0.6,0.0,5.2,,,0.0,,,,,,0.0,100.0,,0.0,2.6,33.0,,,,,,,,,33.0,,156.3,152.0,181.0,4.8,12.0,163.0,0.5,,,0.0,100.0,2.6,153.3,143.0,171.0,7.3,12.0,159.0,,0.0,,,,,0.0,0.0,0.0,,,3.0,0.0,26.0,,,33.0,0.0,,FA,0.0,,,,,
DERRICK HENRY,,,,,,,,,,,,,12.9,,,,,,,0.0,0.0,,1.6,0.0,12.6,,19.0,16.5,0.7,68.6,,,2.1,,,,8.0,,25.0,19.0,,1.0,218.7,20.0,,,,,,,0.0,0.0,25.0,RB,7.7,3.0,7.0,3.2,2.0,19.0,14.5,40.5,13.0,13.0,31.0,246.7,11.7,5.0,12.0,3.8,3.0,24.0,41.0,63.0,14.0,5.0,76.0,,28.0,0.0,214.0,,15.0,280.0,12.0,1167.0,,,14.0,63.0,11.1,BAL,36.0,3.0,63.0,,,
DESHAUN WATSON,,,,,,,,,,,,,15.1,,,28.5,17.5,0.7,61%,1.2,185.8,,,,,,123.4,4.3,0.2,23.7,2.8,,,,,185.8,84.0,,0.0,33.0,,1.0,90.8,25.0,,,171.0,105.0,4.0,61%,7.0,1115.0,18.0,QB,21.2,14.0,21.0,2.6,4.0,28.0,,124.5,84.0,0.0,33.0,,,,,,,,123.0,50.0,15.0,9.0,178.0,,,,,,120.0,26.0,1.0,142.0,17.0,,26.0,50.0,14.1,CLE,,9.0,178.0,,,1115.0
DESMOND RIDDER,,,,,,,,,,,,,12.5,,,25.9,16.6,0.8,64%,,,,,,,,,3.5,0.3,12.9,2.1,,,,,189.1,,,0.0,71.0,,2.0,188.1,10.0,,,388.0,249.0,12.0,64%,,,9.0,,53.1,45.0,50.0,6.2,6.0,63.0,,,,0.0,71.0,,,,,,,,,29.0,,,,,,,,,,53.0,5.0,193.0,31.0,,13.0,29.0,,ARI,,,,,,2836.0
DETROIT LIONS,,,,,,,,,,,0.0,0.1,6.3,0.4,0.9,,,,,0.0,0.0,0.0,,,,0.0,257.9,,,,2.4,0.1,,,,,189.0,0.0,,,1.0,,107.0,27.0,6.0,16.0,,,,,0.0,0.0,16.0,DEF,16.8,13.0,15.0,1.9,4.0,20.0,,257.6,189.0,,,,,,,,,,271.0,,35.6,12.0,354.0,0.0,,,,0.0,269.0,,,,41.0,1.0,28.0,,37.9,DET,,12.0,355.0,,,
DEUCE VAUGHN,,,,,,,,,,,,,1.1,,,,,,,0.0,0.0,,1.0,0.0,5.7,,286.2,3.3,0.0,5.7,,,1.0,,,,235.0,,0.0,100.0,,3.0,8.0,5.0,,,,,,,0.0,0.0,23.0,RB,80.7,66.0,75.0,6.5,8.0,113.0,2.1,281.5,237.0,0.0,86.0,15.0,78.0,66.0,75.0,6.0,8.0,113.0,278.0,0.0,21.8,12.0,406.0,,7.0,0.0,40.0,,280.0,23.0,0.0,40.0,,,4.0,0.0,21.8,DAL,7.0,12.0,393.0,,,
DEVAUGHN VELE,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,,,,,,0.0,0.0,,0.0,0.0,19.0,,,,,,,,,8.0,,188.0,164.0,209.0,22.1,12.0,222.0,0.0,,,0.0,0.0,0.0,182.5,157.0,206.0,24.2,12.0,222.0,,0.0,,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,28.0,0.0,,DEN,0.0,,,,,
DEVEN THOMPKINS,,,,,,,,,,,,,1.1,,,,,,,,,,1.0,0.1,4.9,,,0.5,0.0,3.3,,,1.5,,,,,,0.0,94.0,,0.0,17.9,33.0,,,,,,,,,33.0,,190.2,164.0,199.0,20.5,12.0,223.0,2.1,,,0.0,94.0,34.9,194.0,163.0,204.0,21.1,12.0,225.0,,6.0,,,,,17.0,1.0,83.0,,,8.0,0.0,56.0,,,33.0,6.0,,FA,25.0,,,,,
DEVIN CULP,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,,,,,,0.0,0.0,,4.0,0.0,18.0,,,,,,,,,17.0,,105.8,73.0,112.0,17.2,9.0,122.0,0.0,,,0.0,0.0,0.0,106.0,74.0,110.0,16.6,9.0,119.0,,0.0,,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,17.0,0.0,,TB,0.0,,,,,
DEVIN DUVERNAY,,,,,,,,,,,,,0.3,,,,,,,0.0,0.0,,0.3,0.0,1.4,,359.7,0.3,0.0,1.2,,,0.7,,,,335.0,,0.0,100.0,,5.0,3.3,32.0,,,,,,,0.0,0.0,21.0,WR,173.2,129.0,168.0,24.0,11.0,207.0,0.6,360.0,334.0,0.0,100.0,7.3,173.8,131.0,168.0,24.1,11.0,210.0,486.0,0.0,25.7,16.0,395.0,,4.0,0.0,18.0,,483.0,4.0,0.0,15.0,,,31.0,0.0,25.0,JAC,9.0,16.0,394.0,,,
DEVIN LEARY,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0,,,,,,,,,0.0,0.0,0.0,0.0,,,,,0.0,,,0.0,0.0,,0.0,0.0,8.0,,,0.0,0.0,0.0,0,,,17.0,,82.2,67.0,89.0,14.3,8.0,108.0,,,,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,,6.0,0.0,,BAL,,,,,,0.0
DEVIN SINGLETARY,,,,,,,,,,,,,8.1,,,,,,,0.0,0.0,,1.8,0.0,11.4,,97.7,12.7,0.2,52.8,,,2.2,,,,71.0,,6.0,31.0,,1.0,137.3,13.0,,,,,,,0.0,0.0,32.0,RB,31.6,24.0,31.0,3.6,5.0,46.0,9.8,103.4,69.0,6.0,31.0,167.3,31.6,21.0,33.0,4.3,5.0,45.0,105.0,38.0,15.8,8.0,145.0,,30.0,0.0,193.0,,100.0,216.0,4.0,898.0,,,1.0,31.0,13.7,NYG,38.0,8.0,144.0,,,
DEVINE OZIGBO,,,,,,,,,,,,,0.7,,,,,,,,,,0.5,0.0,4.0,,,1.5,0.0,2.5,,,0.5,,,,,,0.0,100.0,,0.0,1.3,33.0,,,,,,,,,33.0,,175.0,164.0,193.0,11.0,12.0,186.0,1.1,,,0.0,100.0,2.3,177.0,168.0,194.0,9.0,12.0,186.0,,0.0,,,,,1.0,0.0,8.0,,,3.0,0.0,5.0,,,33.0,0.0,,FA,1.0,,,,,
DEVON ACHANE,,,,,,,,,,,,,14.9,,,,,,,0.0,0.0,,2.5,0.3,17.9,,36.2,9.4,0.7,72.7,,,3.4,,,,13.0,,50.0,30.0,,1.0,163.7,6.0,,,,,,,0.0,0.0,19.0,RB,11.6,5.0,11.0,3.0,3.0,22.0,17.3,38.6,13.0,40.0,30.0,190.7,11.2,5.0,11.0,3.3,3.0,24.0,39.0,60.0,12.9,5.0,76.0,,27.0,3.0,197.0,,36.0,103.0,8.0,800.0,,,5.0,50.0,11.4,MIA,37.0,5.0,68.0,,,
DEVONTA SMITH,,,,,,,,,,,,,9.2,,,,,,,0.0,0.0,,5.1,0.4,66.6,,41.4,0.0,0.0,0.0,,,7.0,,,,28.0,,6.0,19.0,,2.0,146.6,6.0,,,,,,,0.0,0.0,7.0,WR,22.5,15.0,21.0,3.1,4.0,30.0,14.2,36.0,23.0,6.0,19.0,227.6,21.1,14.0,22.0,3.2,4.0,29.0,36.0,50.0,5.9,5.0,53.0,,81.0,7.0,1066.0,,39.0,0.0,0.0,0.0,,,11.0,50.0,6.6,PHI,112.0,5.0,61.0,,,
DEVONTEZ WALKER,,,,,,,,,,,,,4.2,,,18.5,9.0,0.8,49%,0.0,0.0,,,,,,262.3,2.2,0.0,5.0,1.8,,,,,112.3,169.0,,0.0,100.0,,3.0,25.0,12.0,,,111.0,54.0,5.0,49%,0.0,0.0,7.0,WR,90.0,76.0,93.0,8.1,8.0,97.0,,264.1,231.0,0.0,100.0,,,,,,,,272.0,0.0,19.7,12.0,346.0,,,,,,268.0,13.0,0.0,30.0,11.0,,19.0,0.0,24.6,SEA,,12.0,361.0,,,674.0
DEVOZEA FELTON,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,,,,,,0.0,0.0,,0.0,0.0,33.0,,,,,,,,,33.0,,164.0,151.0,188.0,13.0,12.0,177.0,0.0,,,0.0,0.0,0.0,168.0,157.0,188.0,11.0,12.0,179.0,,0.0,,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,33.0,0.0,,FA,0.0,,,,,
DEVRON HARPER,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,,,,,,0.0,0.0,,0.0,0.0,33.0,,,,,,,,,33.0,,203.3,180.0,234.0,26.9,12.0,241.0,0.0,,,0.0,0.0,0.0,220.3,204.0,240.0,16.5,13.0,243.0,,0.0,,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,33.0,0.0,,FA,0.0,,,,,
DEWAYNE MCBRIDE,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,,,,,,0.0,0.0,,4.0,0.0,26.0,,,,,,,,,30.0,,158.3,133.0,164.0,18.6,11.0,181.0,0.0,,,0.0,0.0,0.0,151.1,95.0,152.0,27.2,11.0,179.0,,0.0,,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,16.0,0.0,,MIN,0.0,,,,,
DILLON JOHNSON,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,,0.0,0.0,0.0,,338.8,0.0,0.0,0.0,,,0.0,,,,274.0,,0.0,0.0,,4.0,0.0,11.0,,,,,,,0.0,0.0,6.0,RB,120.4,112.0,131.0,8.1,10.0,135.0,0.0,347.0,281.0,0.0,0.0,0.0,119.9,112.0,130.0,7.3,10.0,130.0,457.0,0.0,48.1,15.0,393.0,,0.0,0.0,0.0,,446.0,0.0,0.0,0.0,,,13.0,0.0,54.3,TEN,0.0,15.0,393.0,,,
DIONTAE JOHNSON,,,,,,,,,,,,,7.8,,,,,,,0.0,0.0,,3.9,0.4,55.2,,81.2,0.0,0.0,0.0,,,6.7,,,,43.0,,0.0,25.0,,1.0,101.7,17.0,,,,,,,0.0,0.0,18.0,WR,36.5,24.0,37.0,5.2,5.0,52.0,11.7,75.2,41.0,0.0,25.0,152.7,35.8,24.0,35.0,5.4,5.0,50.0,72.0,33.0,17.0,7.0,119.0,,51.0,5.0,717.0,,80.0,0.0,0.0,0.0,,,13.0,25.0,16.9,CAR,87.0,7.0,131.0,,,
DJ CHARK,,,,,,,,,,,,,5.4,,,,,,,0.0,0.0,,2.3,0.3,35.0,,254.6,0.0,0.0,0.0,,,4.4,,,,168.0,,7.0,64.0,,0.0,80.5,30.0,,,,,,,0.0,0.0,25.0,WR,93.2,64.0,93.0,10.4,8.0,120.0,7.7,263.3,196.0,7.0,64.0,115.5,97.0,73.0,94.0,10.1,8.0,125.0,264.0,14.0,28.8,12.0,337.0,,35.0,5.0,525.0,,261.0,0.0,0.0,0.0,,,25.0,21.0,32.2,LAC,66.0,12.0,330.0,,,
DJ MONTGOMERY,,,,,,,,,,,,,1.7,,,,,,,,,,0.4,0.1,8.0,,,0.0,0.0,0.0,,,1.1,,,,,,0.0,83.0,,6.0,11.6,22.0,,,,,,,,,26.0,,212.6,182.0,222.0,26.6,12.0,244.0,2.1,,,0.0,83.0,14.6,214.8,183.0,224.0,25.7,12.0,247.0,,0.0,,,,,3.0,1.0,56.0,,,0.0,0.0,0.0,,,19.0,17.0,,IND,8.0,,,,,
DJ MOORE,,,,,,,,,,,,,11.2,,,,,,,0.0,0.0,,5.6,0.5,80.2,,29.4,0.2,0.1,1.2,,,8.0,,,,10.0,,25.0,19.0,,1.0,190.5,9.0,,,,,,,0.0,0.0,27.0,WR,16.5,8.0,18.0,4.6,3.0,32.0,16.9,31.1,12.0,25.0,19.0,286.5,18.3,8.0,17.0,4.9,3.0,32.0,26.0,44.0,9.1,4.0,62.0,,96.0,8.0,1364.0,,27.0,4.0,1.0,21.0,,,2.0,50.0,9.5,CHI,136.0,4.0,64.0,,,
DK METCALF,,,,,,,,,,,,,10.0,,,,,,,0.0,0.0,,4.1,0.5,69.6,,28.0,0.0,0.0,0.0,,,7.4,,,,16.0,,7.0,7.0,,1.0,159.4,3.0,,,,,,,0.0,0.0,4.0,WR,15.3,9.0,15.0,3.4,3.0,23.0,14.1,34.8,21.0,7.0,13.0,225.4,20.3,13.0,19.0,3.8,4.0,29.0,33.0,40.0,6.7,5.0,53.0,,66.0,8.0,1114.0,,26.0,0.0,0.0,0.0,,,7.0,53.0,6.0,SEA,119.0,4.0,41.0,,,
DONALD PARHAM,,,,,,,,,,,,,3.8,,,,,,,0.0,0.0,,1.9,0.3,20.4,,294.6,0.0,0.0,0.0,,,2.9,,,,260.0,,0.0,69.0,,3.0,52.5,24.0,,,,,,,0.0,0.0,13.0,TE,39.3,34.0,42.0,5.0,6.0,62.0,5.7,311.6,273.0,0.0,69.0,79.5,43.1,35.0,42.0,5.9,6.0,70.0,339.0,23.0,16.8,14.0,341.0,,27.0,4.0,285.0,,332.0,0.0,0.0,0.0,,,26.0,23.0,13.5,LAC,41.0,14.0,319.0,,,
DONOVAN PEOPLES-JONES,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,,0.0,0.0,0.0,,320.1,0.0,0.0,0.0,,,0.0,,,,205.0,,0.0,93.0,,4.0,0.0,33.0,,,,,,,0.0,0.0,33.0,WR,150.7,136.0,175.0,12.7,12.0,167.0,0.0,314.2,195.0,0.0,93.0,0.0,155.7,146.0,175.0,9.2,12.0,168.0,338.0,0.0,34.9,14.0,361.0,,0.0,0.0,0.0,,339.0,0.0,0.0,0.0,,,33.0,0.0,33.1,FA,0.0,14.0,375.0,,,
DONTA FOREMAN,,,,,,,,,,,,,8.9,,,,,,,0.0,0.0,,1.2,0.1,8.6,,215.5,12.1,0.4,47.2,,,1.8,,,,151.0,,11.0,33.0,,3.0,80.2,4.0,,,,,,,0.0,0.0,8.0,RB,62.3,48.0,61.0,5.8,7.0,79.0,10.1,236.4,151.0,11.0,33.0,91.2,65.8,50.0,65.0,6.0,7.0,92.0,235.0,22.0,24.9,12.0,316.0,,11.0,1.0,77.0,,213.0,109.0,4.0,425.0,,,8.0,33.0,28.0,CLE,16.0,11.0,280.0,,,
DONTAYVION WICKS,,,,,,,,,,,,,5.4,,,,,,,0.0,0.0,,2.6,0.3,38.7,,177.7,0.1,0.0,0.1,,,3.9,,,,115.0,,0.0,50.0,,4.0,80.8,5.0,,,,,,,0.0,0.0,17.0,WR,67.3,48.0,69.0,7.4,7.0,90.0,8.0,183.7,117.0,0.0,50.0,119.8,70.2,51.0,72.0,7.6,7.0,96.0,177.0,7.0,24.8,10.0,244.0,,39.0,4.0,581.0,,174.0,1.0,0.0,1.0,,,5.0,14.0,22.4,GB,58.0,10.0,243.0,,,
DORIAN THOMPSON-ROBINSON,,,,,,,,,,,,,3.3,,,14.0,7.5,0.5,54%,,,,,,,,,1.8,0.0,8.1,0.8,,,,,55.0,,,0.0,100.0,,0.0,26.1,25.0,,,112.0,60.0,4.0,54%,,,18.0,,70.0,59.0,68.0,6.6,7.0,80.0,,,,0.0,100.0,,,,,,,,,0.0,,,,,,,,,,14.0,0.0,65.0,6.0,,26.0,0.0,,CLE,,,,,,440.0
DRAKE LONDON,,,,,,,,,,,,,6.6,,,,,,,0.0,0.0,,4.3,0.1,56.6,,30.7,0.0,0.0,0.0,,,6.9,,,,22.0,,7.0,40.0,,1.0,105.4,20.0,,,,,,,0.0,0.0,29.0,WR,16.3,12.0,17.0,3.7,3.0,31.0,10.9,22.3,14.0,7.0,40.0,174.4,13.3,9.0,12.0,3.5,3.0,27.0,19.0,27.0,7.0,3.0,50.0,,69.0,2.0,905.0,,29.0,0.0,0.0,0.0,,,8.0,20.0,9.1,ATL,110.0,4.0,65.0,,,
DRAKE MAYE,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0,0.0,0.0,,,,,,241.5,0.0,0.0,0.0,0.0,,,,,0.0,139.0,,0.0,0.0,,1.0,0.0,24.0,,,0.0,0.0,0.0,0,0.0,0.0,30.0,QB,30.8,26.0,31.0,2.1,4.0,36.0,,242.0,140.0,0.0,0.0,,,,,,,,237.0,0.0,37.4,12.0,320.0,,,,,,234.0,0.0,0.0,0.0,0.0,,14.0,0.0,36.7,NE,,11.0,320.0,,,0.0
DREW LOCK,,,,,,,,,,,,,8.0,,,19.0,12.0,0.8,63%,0.8,135.8,,,,,,333.4,1.3,0.0,3.5,1.5,,,,,135.8,215.0,,0.0,75.0,,2.0,32.1,9.0,,,76.0,48.0,3.0,63%,3.0,543.0,1.0,QB,39.5,32.0,39.0,2.8,6.0,46.0,,333.9,215.0,0.0,75.0,,,,,,,,353.0,0.0,40.4,14.0,397.0,,,,,,351.0,5.0,0.0,14.0,6.0,,22.0,0.0,39.3,NYG,,14.0,397.0,,,543.0
DREW SAMPLE,,,,,,,,,,,,,1.7,,,,,,,,,,1.3,0.1,9.6,,,0.0,0.0,0.0,,,1.6,,,,,,0.0,88.0,,3.0,28.3,26.0,,,,,,,,,28.0,,83.7,65.0,85.0,16.1,8.0,116.0,3.0,,,0.0,88.0,50.3,76.8,60.0,84.0,12.2,8.0,99.0,,6.0,,,,,22.0,2.0,163.0,,,0.0,0.0,0.0,,,23.0,13.0,,CIN,27.0,,,,,
DURHAM SMYTHE,,,,,,,,,,,,,2.3,,,,,,,0.0,0.0,,2.2,0.0,22.9,,376.8,0.0,0.0,0.0,,,2.7,,,,374.0,,0.0,80.0,,2.0,36.6,32.0,,,,,,,0.0,0.0,26.0,TE,62.3,56.0,63.0,5.8,7.0,72.0,4.5,369.4,325.0,0.0,80.0,71.6,60.1,52.0,63.0,5.6,7.0,68.0,460.0,7.0,21.1,15.0,394.0,,35.0,0.0,366.0,,489.0,0.0,0.0,0.0,,,32.0,0.0,3.4,MIA,43.0,16.0,381.0,,,
DUSTIN HOPKINS,0.0,8.0,7.0,10.0,8.0,0.0,0.5,0.5,0.7,0.5,,,9.9,,,,,,,0.0,0.0,,,,,,227.2,,,,,,,1.7,1.6,,173.0,,0.0,0.0,,,149.0,4.0,,,,,,,0.0,0.0,18.0,K,13.0,10.0,13.0,3.3,3.0,21.0,,226.9,173.0,0.0,0.0,,,,,,,,242.0,0.0,14.2,12.0,252.0,,,,,,242.0,,,,,,2.0,0.0,14.1,CLE,,12.0,252.0,26.0,24.0,
